Chapter,Chapter Value,Heading,Heading Value,Subheading,Subheading Value
85,Electrical machinery and equipment and parts thereof;,85.02,Electric generating sets and rotary converters.,8502.39,Other
85,Electrical machinery and equipment and parts thereof;,85.02,Electric generating sets and rotary converters.,8502.40,Electric rotary converters
85,Electrical machinery and equipment and parts thereof;,85.02,Electric generating sets and rotary converters.,,
85,Electrical machinery and equipment and parts thereof;,85.03,,8503.00,Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.10,Ballasts for discharge lamps or tubes
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.21,Having a power handling capacity not exceeding 650 kVA
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.22,"Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA"
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.23,"Having a power handling capacity exceeding 10,000 kVA"
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.31,Having a power handling capacity not exceeding 1 kVA
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.32,Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.33,Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.34,Having a power handling capacity exceeding 500 kVA
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.40,Static converters
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.50,Other inductors
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,8504.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.04,Electrical,,
85,Electrical machinery and equipment and parts thereof;,85.05,Electro-magnets; permanent magnets and articles intended to,8505.11,Of metal
85,Electrical machinery and equipment and parts thereof;,85.05,Electro-magnets; permanent magnets and articles intended to,8505.19,Other
85,Electrical machinery and equipment and parts thereof;,85.05,Electro-magnets; permanent magnets and articles intended to,8505.20,"Electro-magnetic couplings, clutches and brakes"
85,Electrical machinery and equipment and parts thereof;,85.05,Electro-magnets; permanent magnets and articles intended to,8505.90,"Other, including parts"
85,Electrical machinery and equipment and parts thereof;,85.05,Electro-magnets; permanent magnets and articles intended to,,
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,8506.10,Manganese dioxide
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,8506.30,Mercuric oxide
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,8506.40,Silver oxide
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,8506.50,Lithium
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,8506.60,Air-zinc
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,8506.80,Other primary cells and primary batteries
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,8506.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.06,Primary cells and primary batteries.,,
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",8507.10,"Lead-acid, of a kind used for starting piston engines"
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",8507.20,Other lead-acid accumulators
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",8507.30,Nickel-cadmium
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",8507.50,Nickel-metal hydride
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",8507.60,Lithium-ion
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",8507.80,Other accumulators
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",8507.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.07,"Electric accumulators, including separators therefor, whether",,
85,Electrical machinery and equipment and parts thereof;,85.08,Vacuum cleaners.,8508.11,"Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l"
85,Electrical machinery and equipment and parts thereof;,85.08,Vacuum cleaners.,8508.19,Other
85,Electrical machinery and equipment and parts thereof;,85.08,Vacuum cleaners.,8508.60,Other vacuum cleaners
85,Electrical machinery and equipment and parts thereof;,85.08,Vacuum cleaners.,8508.70,Parts
85,Electrical machinery and equipment and parts thereof;,85.08,Vacuum cleaners.,,
85,Electrical machinery and equipment and parts thereof;,85.09,"Electro-mechanical domestic appliances, with self-contained",8509.40,Food grinders and mixers; fruit or vegetable juice extractors
85,Electrical machinery and equipment and parts thereof;,85.09,"Electro-mechanical domestic appliances, with self-contained",8509.80,Other appliances
85,Electrical machinery and equipment and parts thereof;,85.09,"Electro-mechanical domestic appliances, with self-contained",8509.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.09,"Electro-mechanical domestic appliances, with self-contained",,
85,Electrical machinery and equipment and parts thereof;,85.10,"Shavers, hair clippers and hair-removing appliances, with self-",8510.10,Shavers
85,Electrical machinery and equipment and parts thereof;,85.10,"Shavers, hair clippers and hair-removing appliances, with self-",8510.20,Hair clippers
85,Electrical machinery and equipment and parts thereof;,85.10,"Shavers, hair clippers and hair-removing appliances, with self-",8510.30,Hair-removing appliances
85,Electrical machinery and equipment and parts thereof;,85.10,"Shavers, hair clippers and hair-removing appliances, with self-",8510.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.10,"Shavers, hair clippers and hair-removing appliances, with self-",,
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,8511.10,Sparking plugs
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,8511.20,Ignition magnetos; magneto-dynamos; magnetic flywheels
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,8511.30,Distributors; ignition coils
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,8511.40,Starter motors and dual purpose starter-generators
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,8511.50,Other generators
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,8511.80,Other equipment
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,8511.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.11,Electrical ignition or starting equipment of a kind used for,,
85,Electrical machinery and equipment and parts thereof;,85.12,Electrical lighting or signalling equipment (excluding articles of,8512.10,Lighting or visual signalling equipment of a kind used on bicycles
85,Electrical machinery and equipment and parts thereof;,85.12,Electrical lighting or signalling equipment (excluding articles of,8512.20,Other lighting or visual signalling equipment
85,Electrical machinery and equipment and parts thereof;,85.12,Electrical lighting or signalling equipment (excluding articles of,8512.30,Sound signalling equipment
85,Electrical machinery and equipment and parts thereof;,85.12,Electrical lighting or signalling equipment (excluding articles of,8512.40,"Windscreen wipers, defrosters and demisters"
85,Electrical machinery and equipment and parts thereof;,85.12,Electrical lighting or signalling equipment (excluding articles of,8512.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.12,Electrical lighting or signalling equipment (excluding articles of,,
85,Electrical machinery and equipment and parts thereof;,85.13,Portable electric lamps designed to function by their own source,8513.10,Lamps
85,Electrical machinery and equipment and parts thereof;,85.13,Portable electric lamps designed to function by their own source,8513.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.13,Portable electric lamps designed to function by their own source,,
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.11,Hot isostatic presses
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.19,Other
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.20,Furnaces and ovens functioning by induction or dielectric loss
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.31,Electron beam furnaces
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.32,Plasma and vacuum arc furnaces
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.39,Other
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.40,Other equipment for the heat treatment of materials by induction or dielectric loss
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,8514.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.14,Industrial or laboratory electric furnaces and ovens (including,,
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.11,Soldering irons and guns
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.19,Other
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.21,Fully or partly automatic
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.29,Other
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.31,Fully or partly automatic
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.39,Other
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.80,Other machines and apparatus
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",8515.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.15,"Electric (including electrically heated gas), laser or other light",,
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.10,Electric instantaneous or storage water heaters and immersion heaters
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.21,Storage heating radiators
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.29,Other
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.31,Hair dryers
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.32,Other hair-dressing apparatus
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.33,Hand-drying apparatus
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.40,Electric smoothing irons
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.50,Microwave ovens
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.60,"Other ovens; cookers, cooking plates, boiling rings, grillers and roasters"
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.71,Coffee or tea makers
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.72,Toasters
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.79,Other
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.80,Electric heating resistors
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,8516.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.16,Electric instantaneous or storage water heaters and immersion,,
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.11,Line telephone sets with cordless handsets
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.13,Smartphones
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.14,Other telephones for cellular networks or for other wireless networks
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.18,Other
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.61,Base stations
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.62,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.69,Other
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.71,Aerials and aerial reflectors of all kinds; parts suitable for use therewith
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",8517.79,Other
85,Electrical machinery and equipment and parts thereof;,85.17,"Telephone sets, including smartphones and other telephones for",,
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.10,Microphones and stands therefor
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.21,"Single loudspeakers, mounted in their enclosures"
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.22,"Multiple loudspeakers, mounted in the same enclosure"
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.29,Other
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.30,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.40,Audio-frequency electric amplifiers
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.50,Electric sound amplifier sets
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",8518.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.18,"Microphones and stands therefor; loudspeakers, whether or not",,
85,Electrical machinery and equipment and parts thereof;,85.19,Sound recording or reproducing apparatus.,8519.20,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment"
85,Electrical machinery and equipment and parts thereof;,85.19,Sound recording or reproducing apparatus.,8519.30,Turntables (record-decks)
85,Electrical machinery and equipment and parts thereof;,85.19,Sound recording or reproducing apparatus.,8519.81,"Using magnetic, optical or semiconductor media"
85,Electrical machinery and equipment and parts thereof;,85.19,Sound recording or reproducing apparatus.,8519.89,Other
85,Electrical machinery and equipment and parts thereof;,85.19,Sound recording or reproducing apparatus.,,
85,Electrical machinery and equipment and parts thereof;,85.21,"Video recording or reproducing apparatus, whether or not",8521.10,Magnetic tape-type
85,Electrical machinery and equipment and parts thereof;,85.21,"Video recording or reproducing apparatus, whether or not",8521.90,Other
85,Electrical machinery and equipment and parts thereof;,85.21,"Video recording or reproducing apparatus, whether or not",,
85,Electrical machinery and equipment and parts thereof;,85.22,Parts and accessories suitable for use solely or principally with,8522.10,Pick-up cartridges
85,Electrical machinery and equipment and parts thereof;,85.22,Parts and accessories suitable for use solely or principally with,8522.90,Other
85,Electrical machinery and equipment and parts thereof;,85.22,Parts and accessories suitable for use solely or principally with,,
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.21,Cards incorporating a magnetic stripe
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.29,Other
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.41,Unrecorded
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.49,Other
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.51,Solid-state non-volatile storage devices
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.52,“Smart cards”
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.59,Other
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",8523.80,Other
85,Electrical machinery and equipment and parts thereof;,85.23,"Discs, tapes, solid-state non-volatile storage devices, “smart",,
85,Electrical machinery and equipment and parts thereof;,85.24,"Flat panel display modules, whether or not incorporating touch-",8524.11,Of liquid crystals
85,Electrical machinery and equipment and parts thereof;,85.24,"Flat panel display modules, whether or not incorporating touch-",8524.12,Of organic light-emitting diodes (OLED)
85,Electrical machinery and equipment and parts thereof;,85.24,"Flat panel display modules, whether or not incorporating touch-",8524.19,Other
85,Electrical machinery and equipment and parts thereof;,85.24,"Flat panel display modules, whether or not incorporating touch-",8524.91,Of liquid crystals
85,Electrical machinery and equipment and parts thereof;,85.24,"Flat panel display modules, whether or not incorporating touch-",8524.92,Of organic light-emitting diodes (OLED)
85,Electrical machinery and equipment and parts thereof;,85.24,"Flat panel display modules, whether or not incorporating touch-",8524.99,Other
85,Electrical machinery and equipment and parts thereof;,85.24,"Flat panel display modules, whether or not incorporating touch-",,
85,Electrical machinery and equipment and parts thereof;,85.25,"Transmission apparatus for radio-broadcasting or television,",8525.50,Transmission apparatus
85,Electrical machinery and equipment and parts thereof;,85.25,"Transmission apparatus for radio-broadcasting or television,",8525.60,Transmission apparatus incorporating reception apparatus
85,Electrical machinery and equipment and parts thereof;,85.25,"Transmission apparatus for radio-broadcasting or television,",8525.81,High-speed goods as specified in Subheading Note 1 to this Chapter
85,Electrical machinery and equipment and parts thereof;,85.25,"Transmission apparatus for radio-broadcasting or television,",8525.82,"Other, radiation-hardened or radiation-tolerant goods as specified in Subheading Note 2 to this Chapter"
85,Electrical machinery and equipment and parts thereof;,85.25,"Transmission apparatus for radio-broadcasting or television,",8525.83,"Other, night vision goods as specified in Subheading Note 3 to this Chapter"
85,Electrical machinery and equipment and parts thereof;,85.25,"Transmission apparatus for radio-broadcasting or television,",8525.89,Other
85,Electrical machinery and equipment and parts thereof;,85.25,"Transmission apparatus for radio-broadcasting or television,",,
85,Electrical machinery and equipment and parts thereof;,85.26,"Radar apparatus, radio navigational aid apparatus and radio",8526.10,Radar apparatus
85,Electrical machinery and equipment and parts thereof;,85.26,"Radar apparatus, radio navigational aid apparatus and radio",8526.91,Radio navigational aid apparatus
85,Electrical machinery and equipment and parts thereof;,85.26,"Radar apparatus, radio navigational aid apparatus and radio",8526.92,Radio remote control apparatus
85,Electrical machinery and equipment and parts thereof;,85.26,"Radar apparatus, radio navigational aid apparatus and radio",,
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.12,Pocket-size radio cassette-players
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.13,Other apparatus combined with sound recording or reproducing apparatus
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.19,Other
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.21,Combined with sound recording or reproducing apparatus
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.29,Other
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.91,Combined with sound recording or reproducing apparatus
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.92,Not combined with sound recording or reproducing apparatus but combined with a clock
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",8527.99,Other
85,Electrical machinery and equipment and parts thereof;,85.27,"Reception apparatus for radio-broadcasting, whether or not",,
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.42,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.49,Other
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.52,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.59,Other
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.62,Capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.69,Other
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.71,Not designed to incorporate a video display or screen
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.72,"Other, colour"
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",8528.73,"Other, monochrome"
85,Electrical machinery and equipment and parts thereof;,85.28,"Monitors and projectors, not incorporating television reception",,
85,Electrical machinery and equipment and parts thereof;,85.29,Parts suitable for use solely or principally with the apparatus of,8529.10,Aerials and aerial reflectors of all kinds; parts suitable for use therewith
85,Electrical machinery and equipment and parts thereof;,85.29,Parts suitable for use solely or principally with the apparatus of,8529.90,Other
85,Electrical machinery and equipment and parts thereof;,85.29,Parts suitable for use solely or principally with the apparatus of,,
85,Electrical machinery and equipment and parts thereof;,85.30,"Electrical signalling, safety or traffic control equipment for",8530.10,Equipment for railways or tramways
85,Electrical machinery and equipment and parts thereof;,85.30,"Electrical signalling, safety or traffic control equipment for",8530.80,Other equipment
85,Electrical machinery and equipment and parts thereof;,85.30,"Electrical signalling, safety or traffic control equipment for",8530.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.30,"Electrical signalling, safety or traffic control equipment for",,
85,Electrical machinery and equipment and parts thereof;,85.31,"Electric sound or visual signalling apparatus (for example, bells,",8531.10,Burglar or fire alarms and similar apparatus
85,Electrical machinery and equipment and parts thereof;,85.31,"Electric sound or visual signalling apparatus (for example, bells,",8531.20,Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED)
85,Electrical machinery and equipment and parts thereof;,85.31,"Electric sound or visual signalling apparatus (for example, bells,",8531.80,Other apparatus
85,Electrical machinery and equipment and parts thereof;,85.31,"Electric sound or visual signalling apparatus (for example, bells,",8531.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.31,"Electric sound or visual signalling apparatus (for example, bells,",,
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.10,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.21,Tantalum
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.22,Aluminium electrolytic
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.23,"Ceramic dielectric, single layer"
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.24,"Ceramic dielectric, multilayer"
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.25,Dielectric of paper or plastics
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.29,Other
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.30,Variable or adjustable (pre-set) capacitors
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",8532.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.32,"Electrical capacitors, fixed, variable or adjustable (pre-set).",,
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",8533.10,"Fixed carbon resistors, composition or film types"
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",8533.21,For a power handling capacity not exceeding 20 W
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",8533.29,Other
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",8533.31,For a power handling capacity not exceeding 20 W
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",8533.39,Other
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",8533.40,"Other variable resistors, including rheostats and potentiometers"
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",8533.90,Parts
85,Electrical machinery and equipment and parts thereof;,85.33,"Electrical resistors (including rheostats and potentiometers),",,
85,Electrical machinery and equipment and parts thereof;,85.34,,8534.00,Printed circuits.
85,Electrical machinery and equipment and parts thereof;,85.35,Electrical apparatus for switching or protecting electrical,8535.10,Fuses
85,Electrical machinery and equipment and parts thereof;,85.35,Electrical apparatus for switching or protecting electrical,8535.21,For a voltage of less than 72.5 kV
85,Electrical machinery and equipment and parts thereof;,85.35,Electrical apparatus for switching or protecting electrical,8535.29,Other
85,Electrical machinery and equipment and parts thereof;,85.35,Electrical apparatus for switching or protecting electrical,8535.30,Isolating switches and make-and-break switches
85,Electrical machinery and equipment and parts thereof;,85.35,Electrical apparatus for switching or protecting electrical,8535.40,"Lightning arresters, voltage limiters and surge suppressors"
85,Electrical machinery and equipment and parts thereof;,85.35,Electrical apparatus for switching or protecting electrical,8535.90,Other
85,Electrical machinery and equipment and parts thereof;,85.35,Electrical apparatus for switching or protecting electrical,,
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.10,Fuses
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.20,Automatic circuit breakers
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.30,Other apparatus for protecting electrical circuits
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.41,For a voltage not exceeding 60 V
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.49,Other
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.50,Other switches
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.61,Lamp-holders
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.69,Other
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.70,"Connectors for optical fibres, optical fibre bundles or cables"
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,8536.90,Other apparatus
85,Electrical machinery and equipment and parts thereof;,85.36,Electrical apparatus for switching or protecting electrical,,
85,Electrical machinery and equipment and parts thereof;,85.37,"Boards, panels, consoles, desks, cabinets and other bases,",8537.10,"For a voltage not exceeding 1,000 V"
85,Electrical machinery and equipment and parts thereof;,85.37,"Boards, panels, consoles, desks, cabinets and other bases,",8537.20,"For a voltage exceeding 1,000 V"
85,Electrical machinery and equipment and parts thereof;,85.37,"Boards, panels, consoles, desks, cabinets and other bases,",,
85,Electrical machinery and equipment and parts thereof;,85.38,Parts suitable for use solely or principally with the apparatus of,8538.10,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus"
85,Electrical machinery and equipment and parts thereof;,85.38,Parts suitable for use solely or principally with the apparatus of,8538.90,Other
